Profile ID,Advocacy,Advocacy Description,Product/Service,Product/Service Description,Organizational Optimization,Organizational Optimization Description,Research,Research Description,Other,Use - Other Description,Processed
r0W7Kw1zOv,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
r1bPNzMfhW,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,0
R3NAM00dGP,TRUE,Web-COSI project (which i-genius is a partner in) uses and advocates open statistics data.,FALSE,,FALSE,,FALSE,,FALSE,,0
R3uKkZGjCU,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,0
RB9OvncCz0,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
rbXNGLLz52,TRUE,Partnered with Sheffield City Council on the Air Quality+ project -  which seeks to improve air quality in Sheffield with open data.,FALSE,,FALSE,,FALSE,,FALSE,,0
rDfj9SDJph,TRUE,Open Data Nation introduces the benefits of open data and trains employees who use data to share -  which results in a culture of transparency and an ecosystem for new collaborations.,TRUE,Open Data Nation publicizes local stories of open data being put to good use -  which generates awareness -  demonstrates the value of data that is already published -  and improves decision making.,TRUE,Open Data Nation connects those looking to fill contract or full-time positions with local civic technologists and residents to create novel open data insights and solutions -  such as web apps and data visualizations.,TRUE,Open Data Nation measures the value of open data in your community by monitoring -  evaluating -  and reporting about how it is being put to good use -  which solidifies local commitments to open data.,FALSE,,0
RGqn3sngPP,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
rHkWNBFHwH,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,0
rNyztsP5Pl,FALSE,,TRUE,App for bicyclists (http://velomesto.ru) uses open urban data.,FALSE,,FALSE,,FALSE,,0
rOtCdKSXld,FALSE,,TRUE,"uses open data to map the locations of DOC huts, camp sites and visitor centres, as well as i-SITEs and BBH hostels across New Zealand",FALSE,,FALSE,,FALSE,,0
RpZW1NuhpQ,FALSE,,TRUE,Uses open data to provide financial services.,FALSE,,FALSE,,FALSE,,0
rqBdC3fv8k,FALSE,,TRUE,Services medications; Uses open data on medicines (pharmacies -  prices -  instructions),FALSE,,FALSE,,FALSE,,0
rWuXAc4Xwr,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,0
RXZE9l9DWr,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,0
S7nvs1kzIn,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,,0
sbRlFKhAVu,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
sEVjzGYQz3,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
sIBoEm5cgU,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,0
sKG64fhogI,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,0
sKxtkxoAcb,FALSE,,TRUE,Certain products like the Crime Map and Canal and River Trust use geospatial and open government data to build their mobile applications,FALSE,,FALSE,,FALSE,,0
SOlmFbMFw9,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,0
Svam1dfEpj,FALSE,,TRUE,"creates a platform which transfer law to be turned into scientific data, allowing statistical analyses and comparisons across space and time",FALSE,,FALSE,,FALSE,,0
sxKbZqA1xx,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,0
T1TOfOfaSF,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,0
t2CvYElT7C,FALSE,,FALSE,,TRUE,open data used to generate APIs -  create vizualizations and build data portals,FALSE,,FALSE,,0
t5QtT3mdVT,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
T9sQPuJwW3,FALSE,,TRUE,"uses open data to provide services such as Software Development and Integration,Business Process Optimization and Design, Vertical Systems Integration.",FALSE,,FALSE,,FALSE,,0
Ta2juPP2zf,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
TAa1keVASW,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
tbWKOi2AAY,TRUE,Uses open datas to evaluate and supervise government operations to offer advice for public policy improvement.,FALSE,,FALSE,,FALSE,,FALSE,,0
teoFxL0RGH,TRUE,Portal It contains crucial information on freedom of information laws and how they were drafted and implemented -  including how various provisions have worked in practice.,FALSE,,FALSE,,FALSE,,FALSE,,0
tfU6VdRfaD,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
tI6HhfoX0v,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,0
tKfUAFYzn2,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,0
tMXyoDh8vq,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
tn0U3dsQgE,FALSE,,TRUE,"uses open data from organizations to provide industry-aligned solutions and products are designed to give a complete end-to-end offering â€“ examples include Visual Water, Visual City and Visual Plant.",FALSE,,FALSE,,FALSE,,0
tN8NHOJH6R,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
TrfMtR8xBs,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
tRhzalZBci,FALSE,,TRUE,"uses open data to launch exceptional digital experiences â€“ from web and mobile apps to AR/VR and IoT. It offers services to help transform customers' business through multi-platform, connected user experiences that drive competitive advantages.",FALSE,,FALSE,,FALSE,,0
tsJUfFZjY5,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,0
twHglpwcvW,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
tWm9SgqiBi,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
TxIrklA0vT,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,0
TyPiAItSPA,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,0
tzxXHndpfR,FALSE,,FALSE,,TRUE,Market research,TRUE,,FALSE,,0
u8I9HV036Z,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,0
uAHdZDAWD3,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
uBpQHxRjtc,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,0
udBdqzirAB,FALSE,,TRUE,uses open data to provide search platform for users to find perfect home in ideal neiborhoods ,FALSE,,FALSE,,FALSE,,0
Ude9wU5BZG,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
uJ9yPZArU0,TRUE,Organizes hacks focused on open government data to create new tools and applications.,FALSE,,FALSE,,FALSE,,FALSE,,0
uKV048tUu5,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
uL2PMHp6wW,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,0
uLaZh3hrah,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
UlBJhh9dLa,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
uOJgZ7vgVv,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,0
upPxsA73X7,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
uSm0aNHml4,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,0
Ux5kaj9ARH,FALSE,,TRUE,Uses open data to provide information about labor and the private sector to its members.,FALSE,,FALSE,,FALSE,,0
uxGejPIDFY,FALSE,,TRUE,"uses open data to offer tailor-made productsand services for cilents in various industries by offering standard historical sources such as fire insurance maps, aerial photos, and city directories",FALSE,,FALSE,,FALSE,,0
V1idNwpmxg,FALSE,,TRUE,Incorporates geosptial open data in mapping technologyservices.,FALSE,,FALSE,,FALSE,,0
v2gygypvOE,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
V2RUzO2oZ3,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,0
V3dDMeWO09,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
VbQzVUhFIE,FALSE,,TRUE,"uses open data to help consumers, governments and enterprises worldwide know before with current conditions, forecasts, and severe weather alerts when minutes matter",FALSE,,FALSE,,FALSE,,0
VD4kfyqgY6,FALSE,,TRUE,"uses open data to create a platform OpenGovGear Portals, and offer customized services such as adding features, designing custom schemas and integrating new system with existing systems",FALSE,,FALSE,,FALSE,,0
VE0cUzqZVg,FALSE,,FALSE,,TRUE,Aggregation of UK research equipment data (availability) displayed through one searchable portal including api for data download and re-use.  Aim is to increase utilisation of UK HE research equipment through collaboration and to provide opportunities for value added data aggregations e.g. linking to research outputs (demonstrating impact),TRUE,Exploring wider data aggregation and development of open data standards.,FALSE,,0
VFcYjhz5zs,FALSE,,TRUE,uses open data in NuCivic Data -  DKAN products,TRUE,,FALSE,,FALSE,,0
VgXpbasqWv,FALSE,,FALSE,Uses open health data on pharamaceutical drugs to create a Dictionary of Pharmaceutical Specialities and is the leading health information  company in Latin America,FALSE,,FALSE,,FALSE,,0
VgXpbasqWv,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,0
vhm61gPttb,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
VHwRlntRmg,TRUE,Uses open data in various civic projects.,FALSE,,FALSE,,FALSE,,FALSE,,0
VIhBy7NsSM,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,0
VJAjwwUEfs,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
VkatLoxzLj,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,0
VPRo2lz86K,TRUE,Organizers of the Open Data Forum,FALSE,,FALSE,,TRUE,,FALSE,,0
vr4UKC4Pn3,TRUE,Uses open data to tell stories about federal data.,TRUE,provides advising services on services and tools to open data; developed tools and platforms for open data,FALSE,,FALSE,,FALSE,,0
vRrpu5VhYy,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
vubeBubSE0,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
vw28VZ1BQN,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
VwUVkSMKvf,FALSE,,TRUE,Uses open data to provide consulting services around issues such as land use and natural resources.,FALSE,,FALSE,,FALSE,,0
VXd2DFSUcE,FALSE,,TRUE,"uses open data on the UK's Register of Charities to provide the basic information (name, charity number, contact details, aims and most recent accounts info) in an accessible way, making the data reused for mashups, analysis, and in other websites",FALSE,,FALSE,,FALSE,,0
VybGpsXuBG,FALSE,,TRUE,Quorum provides legislative data -  demographic data -  and quantitative analytics for all 50 state legislatures.,TRUE,Quorum uses open data in order to automate many of the tasks that legislative professionals had traditionally done by hand. Our Bill Text Comparison feature automatically highlights additions -  deletions -  and modifications between bills -  and the Spreadsheet feature allows users to create auto-populating legislative spreadsheets with legislative and demographic statistics side by side.,FALSE,,FALSE,,0
VzSofXqAOU,TRUE,Collaborates with the Ministry of Information Communication and Infrastructure (MOICI) to educate and inform the people of Gambia.,FALSE,,FALSE,,FALSE,,FALSE,,0
vzYYcBzsnB,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
w3dNHMPSDK,FALSE,,TRUE,"collects and aligns data on air quality, chemical exposures and health impacts, adds the data to GeoHealthUS' geographic coverage continuously",FALSE,,FALSE,,FALSE,,0
w7WJ6Kyg0Y,TRUE,Involved in a variety of project that use open data -  including the Public Information Database - www.opendata.ge.,FALSE,,FALSE,,FALSE,,FALSE,,0
WaEeTKek9n,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,0
WAQ8FIwG88,TRUE,Advocates for issues related to transparency and access to public information.,FALSE,,FALSE,,FALSE,,FALSE,,0
WBgytYkgdt,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
wCJNxLjS2G,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,,0
WEdNBMIMGR,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
wggh1suS7B,TRUE,Organizes conferences on civic issues and advocates for the use of open data.,FALSE,,FALSE,,FALSE,,FALSE,,0
whNzFbkEvt,TRUE,Provides infrastructure for analyzing open data; Promotes open data through events.,FALSE,,FALSE,,FALSE,,FALSE,,0
wijJc87q2T,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,0
WJ8Dho2TFT,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,0
wjD8SJRNPy,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,0
wLe1qUuYQ3,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
WMadXwj4dr,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
wMp92SmxAf,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
wpisOBLY3x,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
WPwml4Ezgp,TRUE,Promotes and encourage use of open data.,FALSE,,FALSE,,FALSE,,FALSE,,0
Wqy2OYY0hp,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
WrEdbaOtST,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,0
ws6PbGmHch,FALSE,,TRUE,Uses transportation open data to enable associates to be informed.,FALSE,,FALSE,,FALSE,,0
WSdBVHW1CB,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,0
wSdLsb1gKE,FALSE,,TRUE,"uses open data to design games on mobile platforms, the company also creates augmented reality experiences, location-based tours and soundscapes",FALSE,,FALSE,,FALSE,,0
wV1wRtnpO3,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,0
wVZqSqNmb3,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,0
Wx7irQKFyn,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
WycyKB0n0x,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,0
WYF6M6aEPA,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,0
wYNWo6xLaE,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,0
X204jopN0k,FALSE,,TRUE,uses open data to provide a one stop business analytics platform for municipalities and schools,FALSE,,FALSE,,FALSE,,0
X2i4umYpjD,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
X4LtHCdZyT,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,0
X4ZRsk8374,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,0
x7xOnk1xBv,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
x7xOnk1xBv,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,0
x8a3iz7thS,FALSE,,TRUE,Uses open data to provide relevant information on enterpreneurship to its members.,FALSE,,FALSE,,FALSE,,0
X8mOUA4cqR,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
x8XrLcXivC,FALSE,,TRUE,uses open data to provide data sharing components with the core solution of OpenDataSoft platform. Additional components such as ETL can be added on the cloud. ,FALSE,,FALSE,,FALSE,,0
xBOY1qm0vr,FALSE,,TRUE,"Uses open data to create an interactive platform to offer news in business, politics industries in Colombia. It serves as a public resource for journalists, professional organizations, citizens to collect accurate and needed information.",FALSE,,FALSE,,FALSE,,0
xecxyONbI0,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
xELz7zdmQr,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,0
xiyZ62fB8d,TRUE,"to improve the ability of Mexican government to attract and maintain talents, as well as make better investment decisions.",TRUE,uses open data to provide consulting services for public policy making work. ,FALSE,,FALSE,,FALSE,,0
XkiA7ec40I,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
xlETNMURSq,FALSE,,TRUE,"uses open data to develop Doordaâ€™s unique and innovative reference dataset that enables the citizens and businesses to navigate, connect and make sense of local and national open data",FALSE,,FALSE,,FALSE,,0
xLthYQODfA,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
xp1XFMdxXd,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
XQ5wwD9cvr,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
XqJzCe5uw4,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,0
xvNmsMGcRs,FALSE,,TRUE,"Uses open data to make investments on areas with high impact on the lives of low income families, such as healthcare, housing, financial services and basic services (water, energy and communications).  ",FALSE,,FALSE,,FALSE,,0
xW9YZQrnwe,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
xWpwHUdq6e,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
XyFnEctB7K,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
y5D0WAzXqN,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
Y9DTT0M1kc,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,0
Y9mcRE2wWq,FALSE,,FALSE,,TRUE,Planning and land development analysis for property development,FALSE,,FALSE,,0
yAiVzePr11,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
yeXDIX9UcS,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
Yf39waQ5G0,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
YFb7WDfW0P,FALSE,,TRUE,Uses open data to provide financial and consulting services.,FALSE,,FALSE,,FALSE,,0
yG0WapbeNq,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
yger4QUzA2,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
yjMfkmYIe8,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
YJnNYkqs3o,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
yJZO4zVTRi,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
yKdEABTWwb,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,0
yLmauiddYP,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,0
ylY8DsQl5i,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,0
yN0tryGa3C,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,0
YQCuDIfayX,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
YqlKQX2Nyf,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
ysMi7Kmz2J,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,0
YU7gvJ25CD,FALSE,,FALSE,,FALSE,,TRUE,Uses data from the Archive and the Museum of the Memorial for visualization of archive data about terror in USSR.,FALSE,,0
ywLuOUZbC0,FALSE,,TRUE,"uses open data to build up integrated data and technology platform and offers solution that aggregates live information on incidents, closures, roadworks, VMS & CCTV ",FALSE,,FALSE,,FALSE,,0
YXNK5CayYx,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
YxNYdovJG6,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,0
z2P0oAXz65,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,0
z3hgMMy0ml,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
z3vFkz9igi,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,0
Z6rIYrkNEt,FALSE,,TRUE,"uses open data to offer services such as audience measurement, consumer targeting, insight solutions, social media intelligence, etc ",FALSE,,FALSE,,FALSE,,0
Z9Sw0HYepB,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
zaTXZnKdAJ,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
zaTXZnKdAJ,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
ZBaslgWsAO,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
zdXPOKVbVr,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
zex6L9E7Io,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
zGZmAQQDpW,FALSE,,TRUE,has an open source business intelligence option for users who want to use open information systems for the companies ,FALSE,,TRUE,,FALSE,,0
ZIAg4WV7uS,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
ZiKKS1exPo,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,0
ZjZHSI8cyj,TRUE,Has built a world wide community of data scientists who are using open data to create value.,FALSE,,FALSE,,FALSE,,FALSE,,0
ZkzYU27r5L,FALSE,,TRUE,App for searching medical drugs (uses healthcare data).,FALSE,,FALSE,,FALSE,,0
ZMHEke6Ye6,FALSE,,TRUE,"uses open data to provide service such as penetration testing, product management, native mobile app development and consulting services.",FALSE,,FALSE,,FALSE,,0
ZngIeBHJuc,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
ZnvcGaaSk8,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
zODcJmikoD,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,0
ZpEIqF2a4L,TRUE,Organizes events -  trainings for NGO -  education in activism.,FALSE,,FALSE,,FALSE,,FALSE,,0
ZPUViPEx49,TRUE,Publishes federal data aimed at improving civic engagements -  research and development -  development of innovative solutions focused on local issues -  development of a sustainable and smart environment.,FALSE,,FALSE,,FALSE,,FALSE,,0
ZqBWhzgh35,FALSE,,FALSE,,FALSE,,TRUE,Carries out research around environmental issues in general.,FALSE,,0
zSwwUnIV5U,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,0
ZTbVjsdPNP,FALSE,"To improve the efficiency, reliability, security and innovation of data. ",FALSE,"Use data to provide data center services such as colocation, Cloud services, N3 hosting, ISO 27001 hosting, business continuity and disaster recovery ",TRUE,,FALSE,,FALSE,,0
zttKoUbcjl,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,0
Zyefc8xGCn,FALSE,,TRUE,"Use open data to provide data driven and collaborative solutions to manage supply chain performance and risk via Collaborative Data Platforms, Business Intelligence Software and Sustainable Business Marketplace.",FALSE,,FALSE,,FALSE,,0